  0.189550E+00  0.499537E+06  0.495160E+06 -0.227423E-13  0.000000E+00  0.000000E+00  0.498749E+06
  0.196693E+00  0.469337E+06  0.464738E+06 -0.183607E-13  0.000000E+00  0.000000E+00  0.468509E+06
  0.203836E+00  0.440610E+06  0.435781E+06 -0.151282E-13  0.000000E+00  0.000000E+00  0.439741E+06
  0.216186E+00  0.401147E+06  0.396477E+06 -0.106677E-13  0.000000E+00  0.000000E+00  0.400306E+06
  0.229284E+00  0.373166E+06  0.369316E+06 -0.735218E-14  0.000000E+00  0.000000E+00  0.372473E+06
  0.243176E+00  0.347078E+06  0.343860E+06 -0.523929E-14  0.000000E+00  0.000000E+00  0.346499E+06
  0.257910E+00  0.316185E+06  0.313000E+06 -0.361565E-14  0.000000E+00  0.000000E+00  0.315612E+06
  0.273536E+00  0.286859E+06  0.283716E+06 -0.261061E-14  0.000000E+00  0.000000E+00  0.286293E+06
  0.290109E+00  0.264515E+06  0.261799E+06 -0.184206E-14  0.000000E+00  0.000000E+00  0.264026E+06
  0.307686E+00  0.243780E+06  0.241393E+06 -0.135621E-14  0.000000E+00  0.000000E+00  0.243351E+06
  0.326328E+00  0.221661E+06  0.219349E+06 -0.951844E-15  0.000000E+00  0.000000E+00  0.221245E+06
  0.346100E+00  0.202662E+06  0.200557E+06 -0.689365E-15  0.000000E+00  0.000000E+00  0.202283E+06
  0.367069E+00  0.186099E+06  0.184233E+06 -0.472570E-15  0.000000E+00  0.000000E+00  0.185763E+06
  0.389309E+00  0.169514E+06  0.167763E+06 -0.349979E-15  0.000000E+00  0.000000E+00  0.169199E+06
  0.412897E+00  0.154912E+06  0.153327E+06 -0.236315E-15  0.000000E+00  0.000000E+00  0.154627E+06
  0.576244E+00  0.918211E+05  0.908823E+05 -0.337163E-16  0.000000E+00  0.000000E+00  0.916522E+05
  0.804214E+00  0.536597E+05  0.531118E+05 -0.485476E-17  0.000000E+00  0.000000E+00  0.535610E+05
  0.112237E+01  0.309825E+05  0.306663E+05 -0.686315E-18  0.000000E+00  0.000000E+00  0.309256E+05
  0.156639E+01  0.177060E+05  0.175253E+05 -0.986497E-19  0.000000E+00  0.000000E+00  0.176734E+05
  0.218608E+01  0.100292E+05  0.992690E+04 -0.142836E-19  0.000000E+00  0.000000E+00  0.100108E+05
  0.305092E+01  0.563730E+04  0.557978E+04 -0.194284E-20  0.000000E+00  0.000000E+00  0.562695E+04
  0.425790E+01  0.314741E+04  0.311528E+04 -0.284066E-21  0.000000E+00  0.000000E+00  0.314162E+04
  0.594238E+01  0.174693E+04  0.172906E+04 -0.385677E-22  0.000000E+00  0.000000E+00  0.174371E+04
